datetime,open,high,low,close,volume,open_interest
2026-06-02 01:24:00,1050,1051,1049,1049,1914,1326055
2026-06-02 01:25:00,1049,1051,1049,1050,1025,1325984
2026-06-02 01:26:00,1050,1051,1049,1049,1764,1326348
2026-06-02 01:27:00,1049,1050,1049,1050,549,1326124
2026-06-02 01:28:00,1050,1050,1049,1049,287,1325998
2026-06-02 01:29:00,1049,1050,1049,1049,362,1326002
2026-06-02 01:30:00,1049,1050,1048,1048,3296,1326758
2026-06-02 01:31:00,1048,1049,1047,1048,5770,1326175
2026-06-02 01:32:00,1048,1049,1048,1048,900,1325959
2026-06-02 01:33:00,1048,1050,1048,1049,3098,1325867
2026-06-02 01:34:00,1049,1049,1047,1047,1966,1325587
2026-06-02 01:35:00,1047,1048,1046,1046,8104,1326542
2026-06-02 01:36:00,1046,1047,1045,1046,15063,1326684
2026-06-02 01:37:00,1046,1046,1045,1046,2220,1326584
2026-06-02 01:38:00,1046,1047,1045,1046,3539,1327499
2026-06-02 01:39:00,1046,1047,1045,1045,4419,1327402
2026-06-02 01:40:00,1045,1047,1045,1046,3134,1327948
2026-06-02 01:41:00,1046,1046,1045,1046,1487,1327734
2026-06-02 01:42:00,1046,1046,1044,1044,11156,1328924
2026-06-02 01:43:00,1044,1045,1044,1044,2967,1327890
2026-06-02 01:44:00,1044,1045,1042,1042,14880,1330020
2026-06-02 01:45:00,1042,1043,1039,1039,27376,1324741
2026-06-02 01:46:00,1039,1041,1039,1041,13750,1326918
2026-06-02 01:47:00,1041,1042,1040,1042,6275,1329085
2026-06-02 01:48:00,1042,1042,1040,1041,6182,1328191
2026-06-02 01:49:00,1041,1041,1039,1039,10269,1331576
2026-06-02 01:50:00,1039,1039,1036,1038,26804,1335108
2026-06-02 01:51:00,1038,1040,1037,1039,17180,1343778
2026-06-02 01:52:00,1039,1040,1038,1038,3333,1343778
2026-06-02 01:53:00,1038,1039,1038,1038,4865,1344690
2026-06-02 01:54:00,1038,1039,1037,1037,4032,1344261
2026-06-02 01:55:00,1037,1039,1037,1038,5447,1343245
2026-06-02 01:56:00,1038,1039,1038,1039,2192,1344149
2026-06-02 01:57:00,1039,1039,1038,1038,1656,1344502
2026-06-02 01:58:00,1038,1039,1038,1038,1722,1344259
2026-06-02 01:59:00,1038,1039,1038,1039,2242,1344661
2026-06-02 02:00:00,1039,1039,1038,1039,2181,1345038
2026-06-02 02:01:00,1039,1040,1038,1040,5344,1345959
2026-06-02 02:02:00,1040,1040,1039,1040,2756,1345927
2026-06-02 02:03:00,1040,1040,1039,1039,1777,1346477
